"Obs","doby","male","raceeth","lifetime_earn","slifetime_earn","weight"
"3306716",2004,0,1,2726500.05,1605310.51,2.37893
"3306717",2004,0,1,3403719.26,802045.38,2.37893
"3306718",2004,0,3,1468959.85,0.00,2.37893
"3306721",2004,0,1,7483967.94,205270.45,2.37893
"3306722",2004,0,1,2264956.98,1306136.52,2.37893
"3306725",2004,0,1,2675220.29,3283671.12,2.37893
"3306726",2004,0,1,2402434.85,606701.13,2.37893
"3306727",2004,0,1,1513737.11,1602728.01,2.37893
"3306728",2004,0,1,3657518.74,4944921.65,2.37893
"3306729",2004,0,1,2088253.79,1443488.21,2.37893
"3306730",2004,0,4,863865.42,148514.46,2.37893
"3306735",2004,0,1,5505348.18,10338070.13,2.37893
"3306737",2004,0,2,850860.42,395458.13,2.37893
"3306738",2004,0,1,1106241.36,275645.53,2.37893
"3306739",2004,0,1,1861103.64,3252984.02,2.37893
"3306740",2004,0,1,908659.50,6353230.74,2.37893
"3306741",2004,0,1,5194574.00,1892253.40,2.37893
"3306743",2004,0,1,912285.09,8316313.47,2.37893
"3306744",2004,0,1,474329.36,1902188.01,2.37893
"3306745",2004,0,2,4319587.87,1956109.15,2.37893
"3306746",2004,0,2,1053338.07,678901.62,2.37893
"3306747",2004,0,1,4554779.93,686531.33,2.37893
"3306749",2004,0,3,1094548.63,2591781.32,2.37893
"3306751",2004,0,1,2598696.02,1269300.22,2.37893
"3306752",2004,0,1,344001.72,1666600.59,2.37893
"3306754",2004,0,1,3396274.61,10304665.94,2.37893
"3306759",2004,0,3,6410011.97,0.00,2.37893
"3306761",2004,0,1,1007290.60,254960.34,2.37893
"3306762",2004,0,2,1343914.96,880807.26,2.37893
"3306764",2004,0,1,1639572.72,310664.83,2.37893
"3306777",2004,0,1,231516.00,0.00,2.37893
"3306778",2004,0,2,715519.20,334336.29,2.37893
"3306779",2004,0,2,730610.39,670708.29,2.37893
"3306781",2004,0,1,5328939.42,803694.14,2.37893
"3306782",2004,0,1,6698704.56,2603398.34,2.37893
"3306783",2004,0,1,762828.48,3664012.83,2.37893
"3306784",2004,0,3,708352.15,16228925.01,2.37893
"3306786",2004,0,1,156472.24,40403.00,2.37893
"3306788",2004,0,3,3101718.82,467381.02,2.37893
"3306793",2004,0,1,1935247.31,0.00,2.37893
"3306798",2004,0,1,802524.87,3016530.16,2.37893
"3306799",2004,0,1,987875.62,2232065.93,2.37893
"3306800",2004,0,3,1161996.32,632685.90,2.37893
"3306804",2004,0,1,2785249.69,6077223.49,2.37893
"3306805",2004,0,1,1226575.50,1001309.64,2.37893
"3306806",2004,0,1,6091002.40,125642.14,2.37893
"3306810",2004,0,3,119627.54,1103894.40,2.37893
"3306811",2004,0,3,3220084.56,0.00,2.37893
"3306812",2004,0,4,13131782.33,0.00,2.37893
"3306813",2004,0,1,2837665.08,1536113.12,2.37893
"3306814",2004,0,1,1930292.62,5181215.69,2.37893
"3306815",2004,0,1,1574371.05,5131651.99,2.37893
"3306819",2004,0,1,2953725.91,4336538.12,2.37893
"3306821",2004,0,1,945453.74,219781.21,2.37893
"3306822",2004,0,1,1823569.14,909492.29,2.37893
"3306826",2004,0,2,1716433.48,942139.40,2.37893
"3306827",2004,0,2,2036107.59,2506559.01,2.37893
"3306831",2004,0,1,11791097.59,1124571.18,2.37893
"3306834",2004,0,2,2500594.87,1370934.42,2.37893
"3306835",2004,0,2,3611328.26,2057894.76,2.37893
"3306842",2004,0,2,6227790.49,1278469.34,2.37893
"3306844",2004,0,2,2771453.96,0.00,2.37893
"3306847",2004,0,1,1613335.59,1701729.24,2.37893
"3306848",2004,0,1,2635523.90,3047999.58,2.37893
"3306849",2004,0,1,1520264.84,618545.27,2.37893
"3306852",2004,0,1,1918919.55,492070.34,2.37893
"3306853",2004,0,1,5581838.81,0.00,2.37893
"3306854",2004,0,1,2297141.42,1396683.65,2.37893
"3306855",2004,0,2,3889034.73,0.00,2.37893
"3306859",2004,0,4,8104590.98,1002933.17,2.37893
"3306868",2004,0,2,2859258.77,1986804.66,2.37893
"3306869",2004,0,2,4008435.15,7799150.03,2.37893
"3306874",2004,0,1,499716.88,3300083.00,2.37893
"3306880",2004,0,1,1102674.65,407571.46,2.37893
"3306881",2004,0,1,607054.43,7729380.62,2.37893
"3306883",2004,0,1,1464392.11,0.00,2.37893
"3306884",2004,0,1,3474304.63,888420.15,2.37893
"3306886",2004,0,1,3444088.61,104771.88,2.37893
"3306887",2004,0,1,1499260.00,3284369.32,2.37893
"3306888",2004,0,1,4798956.04,1083545.69,2.37893
"3306889",2004,0,1,3278144.41,79426.43,2.37893
"3306895",2004,0,1,3265223.53,1134211.37,2.37893
"3306896",2004,0,1,5427444.34,0.00,2.37893
"3306900",2004,0,1,4328159.73,2534310.31,2.37893
"3306901",2004,0,1,1215665.09,2471859.37,2.37893
"3306902",2004,0,1,1681372.12,1042738.91,2.37893
"3306908",2004,0,1,1761076.14,774815.63,2.37893
"3306909",2004,0,1,2644751.90,1680177.61,2.37893
"3306910",2004,0,1,510248.75,0.00,2.37893
"3306915",2004,0,1,4131074.19,1571645.55,2.37893
"3306916",2004,0,3,2350137.23,108616.18,2.37893
"3306918",2004,0,3,1742216.36,0.00,2.37893
"3306919",2004,0,3,7224784.76,5373884.92,2.37893
"3306920",2004,0,1,553814.67,262404.99,2.37893
"3306921",2004,0,3,1355809.58,744044.41,2.37893
"3306922",2004,0,1,397535.90,3192181.84,2.37893
"3306923",2004,0,1,1259676.86,9580541.23,2.37893
"3306924",2004,0,1,140489.38,2715017.62,2.37893
"3306926",2004,0,1,1111658.71,3235697.29,2.37893
"3306929",2004,0,1,2421706.82,416286.33,2.37893
"3306931",2004,0,1,1398643.66,2166788.54,2.37893
"3306933",2004,0,2,2106793.92,2643271.38,2.37893
"3306934",2004,0,2,1379438.98,2406245.50,2.37893
"3306935",2004,0,2,6434415.28,1319074.23,2.37893
"3306939",2004,0,1,1169112.90,1651686.05,2.37893
"3306941",2004,0,1,3061946.73,2738436.72,2.37893
"3306942",2004,0,3,4483656.18,2463085.62,2.37893
"3306943",2004,0,3,6420039.11,2529986.52,2.37893
"3306944",2004,0,3,487208.19,961402.95,2.37893
"3306946",2004,0,2,892155.09,1388069.73,2.37893
"3306949",2004,0,1,3543367.43,159408.04,2.37893
"3306950",2004,0,1,1799771.50,1624624.54,2.37893
"3306954",2004,0,1,1926734.33,458161.43,2.37893
"3306957",2004,0,3,1524639.10,9248282.71,2.37893
"3306958",2004,0,1,2310323.08,3741740.02,2.37893
"3306959",2004,0,1,707536.18,9660497.61,2.37893
"3306960",2004,0,1,3254077.58,5835259.75,2.37893
"3306961",2004,0,1,1141664.43,8090963.49,2.37893
"3306962",2004,0,1,2656562.40,4797054.92,2.37893
"3306963",2004,0,1,3539691.37,585544.86,2.37893
"3306964",2004,0,1,2097313.55,61794.80,2.37893
"3306967",2004,0,3,7251425.67,2375070.50,2.37893
"3306973",2004,0,3,1524765.28,553722.14,2.37893
"3306976",2004,0,2,2257722.63,2662408.76,2.37893
"3306977",2004,0,2,3038207.97,1499360.94,2.37893
"3306978",2004,0,1,1632809.45,2926058.73,2.37893
"3306979",2004,0,1,14686662.69,854115.87,2.37893
"3306984",2004,0,4,1266330.77,1715163.26,2.37893
"3306985",2004,0,4,1075932.80,2507854.46,2.37893
"3306986",2004,0,4,9278322.09,7041621.13,2.37893
"3306987",2004,0,4,770651.67,3034565.56,2.37893
"3306988",2004,0,4,2040532.32,1198824.20,2.37893
"3306989",2004,0,4,1508757.18,2963685.76,2.37893
"3306996",2004,0,1,3039789.43,2105271.34,2.37893
"3306998",2004,0,3,1187190.36,120864.10,2.37893
"3307003",2004,0,3,907406.11,3290022.21,2.37893
"3307004",2004,0,1,4240548.40,1131645.70,2.37893
"3307005",2004,0,1,6050986.36,2076073.17,2.37893
"3307006",2004,0,1,2569682.91,1875900.41,2.37893
"3307007",2004,0,1,4608120.64,0.00,2.37893
"3307011",2004,0,4,467717.50,6372023.22,2.37893
"3307012",2004,0,4,1828557.48,2613812.44,2.37893
"3307017",2004,0,3,1385613.42,6213834.92,2.37893
"3307018",2004,0,1,526290.50,947060.44,2.37893
"3307019",2004,0,1,9542712.31,9339023.32,2.37893
"3307025",2004,0,2,4593256.57,757200.83,2.37893
"3307026",2004,0,3,30998.35,825422.42,2.37893
"3307027",2004,0,3,620505.28,253227.46,2.37893
"3307028",2004,0,3,743716.34,6332814.73,2.37893
"3307029",2004,0,3,885501.17,3175256.83,2.37893
"3307036",2004,0,3,6004678.11,3797595.93,2.37893
"3307038",2004,0,2,1359552.94,3853140.59,2.37893
"3307039",2004,0,1,4923504.62,360623.90,2.37893
"3307040",2004,0,1,806285.05,51456.41,2.37893
"3307041",2004,0,1,2594077.81,0.00,2.37893
"3307044",2004,0,3,1119179.06,3669808.72,2.37893
"3307049",2004,0,1,1759124.55,5789860.00,2.37893
"3307051",2004,0,1,3669303.99,615525.35,2.37893
"3307053",2004,0,3,509188.83,1363245.82,2.37893
"3307054",2004,0,3,278286.91,2258614.30,2.37893
"3307056",2004,0,1,1072223.09,2112009.38,2.37893
"3307060",2004,0,3,2350078.35,331164.95,2.37893
"3307063",2004,0,1,2384870.52,2132459.03,2.37893
"3307064",2004,0,1,2099559.57,10537771.82,2.37893
"3307066",2004,0,1,1318771.39,31457558.23,2.37893
"3307067",2004,0,1,3231205.26,3407260.72,2.37893
"3307068",2004,0,3,55250.24,670935.42,2.37893
"3307069",2004,0,3,1654133.95,2728687.18,2.37893
"3307070",2004,0,3,248684.96,1025023.17,2.37893
"3307071",2004,0,3,4984306.80,2794696.41,2.37893
"3307072",2004,0,3,1184279.79,1130997.97,2.37893
"3307073",2004,0,3,2937179.44,1330001.46,2.37893
"3307076",2004,0,3,1186416.45,476945.50,2.37893
"3307077",2004,0,1,775875.54,79370165.34,2.37893
"3307080",2004,0,1,1944290.24,3793045.01,2.37893
"3307086",2004,0,1,743236.85,6808801.26,2.37893
"3307089",2004,0,4,1830038.00,17295175.55,2.37893
"3307090",2004,0,1,2389446.67,8322858.03,2.37893
"3307091",2004,0,1,1655732.24,585671.04,2.37893
"3307093",2004,0,1,3777945.41,2259674.22,2.37893
"3307094",2004,0,1,3279246.39,6457859.62,2.37893
"3307097",2004,0,4,3712794.21,2065154.35,2.37893
"3307098",2004,0,1,7445482.88,1557218.91,2.37893
"3307100",2004,0,1,585595.33,241526.32,2.37893
"3307108",2004,0,3,328792.76,2994061.61,2.37893
"3307111",2004,0,3,906396.66,0.00,2.37893
"3307114",2004,0,3,3384640.76,0.00,2.37893
"3307116",2004,0,1,585477.57,1518489.91,2.37893
"3307123",2004,0,1,1732222.87,5453816.06,2.37893
"3307125",2004,0,4,3080814.92,1559902.35,2.37893
"3307126",2004,0,2,1647488.45,437417.36,2.37893
"3307128",2004,0,1,2519000.41,1900362.60,2.37893
"3307131",2004,0,3,1393630.08,2022084.73,2.37893
"3307132",2004,0,4,3140086.11,0.00,2.37893
"3307134",2004,0,1,9242133.52,3229733.16,2.37893
"3307136",2004,0,1,2473710.01,0.00,2.37893
"3307142",2004,0,1,2854892.92,3046914.42,2.37893
"3307144",2004,0,1,1957724.26,659781.06,2.37893
"3307145",2004,0,1,3655886.80,155824.52,2.37893
"3307148",2004,0,1,814074.59,1876245.30,2.37893
"3307155",2004,0,4,1961753.63,813393.22,2.37893
"3307157",2004,0,1,1310721.08,4829323.48,2.37893
"3307160",2004,0,4,4450386.59,725546.34,2.37893
"3307161",2004,0,4,5731001.00,1473418.23,2.37893
"3307162",2004,0,3,1594896.41,1009090.77,2.37893
"3307167",2004,0,1,4701031.55,1363304.70,2.37893
"3307168",2004,0,1,5753536.83,554748.41,2.37893
"3307171",2004,0,3,1264934.38,592989.51,2.37893
"3307172",2004,0,1,2017567.47,0.00,2.37893
"3307174",2004,0,1,1880880.33,2203212.65,2.37893
"3307175",2004,0,1,1786261.77,1235660.50,2.37893
"3307178",2004,0,1,795181.16,166104.02,2.37893
"3307181",2004,0,1,964069.57,2383936.79,2.37893
"3307183",2004,0,1,1455904.37,1284568.06,2.37893
"3307184",2004,0,1,1374130.99,2524821.53,2.37893
"3307186",2004,0,2,1748432.85,1015534.39,2.37893
"3307187",2004,0,1,1528239.45,5238888.59,2.37893
"3307188",2004,0,2,1104542.12,4597075.64,2.37893
"3307191",2004,0,3,1499428.24,3431664.03,2.37893
"3307192",2004,0,1,4470752.12,604337.35,2.37893
"3307193",2004,0,1,1578089.17,6204876.11,2.37893
"3307196",2004,0,2,297306.52,5089297.39,2.37893
"3307197",2004,0,2,672138.34,1240102.05,2.37893
"3307202",2004,0,3,2413740.62,898539.82,2.37893
"3307203",2004,0,4,2605089.16,3405342.78,2.37893
"3307206",2004,0,1,1457334.42,3389292.62,2.37893
"3307209",2004,0,1,3912529.55,387147.04,2.37893
"3307212",2004,0,1,2339327.77,2566343.33,2.37893
"3307215",2004,0,3,1400940.14,0.00,2.37893
"3307220",2004,0,1,1323936.38,0.00,2.37893
"3307221",2004,0,1,4134792.31,461627.19,2.37893
"3307222",2004,0,3,2813539.36,389746.36,2.37893
"3307223",2004,0,1,882910.26,2649891.65,2.37893
"3307228",2004,0,1,2124055.41,3326412.66,2.37893
"3307229",2004,0,1,0.00,1545761.72,2.37893
"3307230",2004,0,1,799732.07,3420938.69,2.37893
"3307232",2004,0,3,617973.25,13585527.44,2.37893
"3307233",2004,0,3,10460246.51,0.00,2.37893
"3307234",2004,0,3,2298117.22,339829.35,2.37893
"3307236",2004,0,1,4935424.47,147412.48,2.37893
"3307239",2004,0,1,5013118.01,2592437.46,2.37893
"3307240",2004,0,1,900163.35,2081330.69,2.37893
"3307241",2004,0,1,1642424.40,0.00,2.37893
"3307242",2004,0,1,3410457.30,4917876.97,2.37893
"3307243",2004,0,1,2826477.07,6452105.79,2.37893
"3307247",2004,0,2,1048896.52,1349231.37,2.37893
"3307253",2004,0,2,1736538.24,885147.87,2.37893
"3307258",2004,0,1,4022634.66,1955654.90,2.37893
"3307260",2004,0,2,1515310.16,1298961.05,2.37893
"3307261",2004,0,1,3084743.34,1883042.22,2.37893
"3307262",2004,0,1,318176.77,0.00,2.37893
"3307263",2004,0,1,1995048.46,1004388.45,2.37893
"3307270",2004,0,2,4348508.44,468272.70,2.37893
"3307274",2004,0,1,4267424.85,15812075.07,2.37893
"3307275",2004,0,2,1083125.09,1365870.37,2.37893
"3307276",2004,0,2,2828445.49,699115.73,2.37893
"3307277",2004,0,2,2750819.24,1213679.85,2.37893
"3307278",2004,0,1,1490301.18,699309.21,2.37893
"3307279",2004,0,1,867751.78,0.00,2.37893
"3307285",2004,0,2,2253768.97,3266619.93,2.37893
"3307286",2004,0,2,2439010.37,1228762.63,2.37893
"3307288",2004,0,3,1604309.48,1231033.88,2.37893
"3307290",2004,0,1,2605097.57,848488.22,2.37893
"3307297",2004,0,1,6668732.49,3486039.42,2.37893
"3307298",2004,0,1,1172385.18,4469902.51,2.37893
"3307299",2004,0,3,1329437.85,3704045.70,2.37893
"3307302",2004,0,1,959552.31,3043288.84,2.37893
"3307303",2004,0,1,1573033.53,2518655.51,2.37893
"3307304",2004,0,1,2376357.54,2900671.21,2.37893
"3307305",2004,0,1,218039.92,1506040.10,2.37893
"3307311",2004,0,3,591197.75,3426456.99,2.37893
"3307312",2004,0,3,2714597.02,3187891.70,2.37893
"3307313",2004,0,3,1924707.03,3315821.91,2.37893
"3307314",2004,0,3,1039458.22,938295.10,2.37893
"3307315",2004,0,3,2162203.98,2054429.00,2.37893
"3307316",2004,0,1,1019790.88,729239.23,2.37893
"3307317",2004,0,1,5755530.49,0.00,2.37893
"3307318",2004,0,1,1031012.54,1105114.14,2.37893
"3307319",2004,0,1,1065577.58,1829011.73,2.37893
"3307320",2004,0,1,1812776.50,7137703.38,2.37893
"3307322",2004,0,4,6557113.21,3840488.89,2.37893
"3307329",2004,0,3,1870819.54,1754228.75,2.37893
"3307330",2004,0,3,610116.41,5788009.35,2.37893
"3307331",2004,0,1,1500294.68,2476965.47,2.37893
"3307335",2004,0,2,1594299.16,2412293.75,2.37893
"3307336",2004,0,1,2526142.22,0.00,2.37893
"3307337",2004,0,1,1016098.00,834112.06,2.37893
"3307338",2004,0,1,780056.32,3582298.33,2.37893
"3307340",2004,0,3,1391098.06,450952.32,2.37893
"3307341",2004,0,3,5404504.72,0.00,2.37893
"3307346",2004,0,1,3735111.34,3599425.23,2.37893
"3307351",2004,0,4,3333899.38,874313.17,2.37893
"3307354",2004,0,1,1752092.09,3086232.27,2.37893
"3307356",2004,0,3,3762719.63,1115595.54,2.37893
"3307357",2004,0,1,844963.58,3926367.34,2.37893
"3307361",2004,0,1,1051529.49,437005.17,2.37893
"3307362",2004,0,1,1356280.65,3103594.71,2.37893
"3307363",2004,0,3,1692459.18,2296081.50,2.37893
"3307364",2004,0,1,824682.17,5814877.39,2.37893
"3307366",2004,0,1,1770245.26,3439865.77,2.37893
"3307368",2004,0,1,2622544.13,2977557.20,2.37893
"3307369",2004,0,1,4202012.87,1854180.53,2.37893
"3307370",2004,0,1,5413673.84,4196873.12,2.37893
"3307371",2004,0,2,1340314.61,0.00,2.37893
"3307372",2004,0,1,1069472.35,382419.48,2.37893
"3307373",2004,0,1,3210528.48,0.00,2.37893
"3307374",2004,0,1,1121551.26,1308399.36,2.37893
"3307380",2004,0,2,6925947.25,2826292.01,2.37893
"3307381",2004,0,2,3750118.41,127055.36,2.37893
"3307386",2004,0,1,445248.96,1120659.58,2.37893
"3307387",2004,0,1,3232534.37,2171213.27,2.37893
"3307388",2004,0,1,2752955.89,4885112.09,2.37893
"3307389",2004,0,1,2616361.29,4228670.61,2.37893
"3307394",2004,0,1,1134177.72,3874019.25,2.37893
"3307395",2004,0,1,2944960.57,7020321.86,2.37893
"3307399",2004,0,1,722475.95,275519.35,2.37893
"3307400",2004,0,1,2208907.60,4564638.83,2.37893
"3307401",2004,0,1,2001332.25,6348435.88,2.37893
"3307402",2004,0,1,1436943.65,501668.47,2.37893
"3307404",2004,0,2,638624.80,3387155.96,2.37893
"3307405",2004,0,1,29719.72,3827610.06,2.37893
"3307407",2004,0,1,1307919.87,1763027.73,2.37893
"3307408",2004,0,1,8436681.26,0.00,2.37893
"3307409",2004,0,1,2592546.82,1237628.91,2.37893
"3307410",2004,0,1,5854817.72,831394.97,2.37893
"3307411",2004,0,1,2184941.71,5535757.69,2.37893
"3307421",2004,0,1,1387203.29,0.00,2.37893
"3307422",2004,0,1,2267017.93,1263495.92,2.37893
"3307426",2004,0,2,2623402.16,1720631.08,2.37893
"3307427",2004,0,4,2151672.12,474354.60,2.37893
"3307429",2004,0,2,4110119.81,614154.19,2.37893
"3307430",2004,0,2,1241725.57,1333526.10,2.37893
"3307431",2004,0,4,3167534.58,1527002.88,2.37893
"3307434",2004,0,3,1091823.13,81958.45,2.37893
"3307446",2004,0,3,945958.46,0.00,2.37893
"3307449",2004,0,2,525609.12,530303.04,2.37893
"3307450",2004,0,2,2811663.48,10956834.11,2.37893
"3307451",2004,0,1,720768.31,114765.38,2.37893
"3307454",2004,0,2,1668240.93,609931.35,2.37893
"3307457",2004,0,2,2500813.59,91270.57,2.37893
"3307459",2004,0,1,2147398.80,1352200.82,2.37893
"3307460",2004,0,1,2987197.39,4862719.26,2.37893
"3307461",2004,0,3,1957581.26,1212905.95,2.37893
"3307462",2004,0,3,1895399.50,2388260.57,2.37893
"3307465",2004,0,1,16437795.81,0.00,2.37893
"3307466",2004,0,1,759236.54,1983877.27,2.37893
"3307467",2004,0,1,2560673.62,3218309.62,2.37893
"3307470",2004,0,3,644597.34,1272908.98,2.37893
"3307471",2004,0,4,4472829.89,1712883.60,2.37893
"3307472",2004,0,4,5715506.03,1261847.16,2.37893
"3307473",2004,0,1,1833116.80,2066929.29,2.37893
"3307474",2004,0,3,972675.08,3678792.77,2.37893
"3307475",2004,0,3,2161615.14,451524.34,2.37893
"3307478",2004,0,1,5341481.76,1788751.73,2.37893
"3307479",2004,0,1,2874913.56,2304123.41,2.37893
"3307480",2004,0,3,572001.49,99724.66,2.37893
"3307481",2004,0,3,4628149.69,0.00,2.37893
"3307482",2004,0,1,555051.24,797957.13,2.37893
"3307483",2004,0,1,1901178.57,1081686.63,2.37893
"3307484",2004,0,3,2752400.70,2375112.56,2.37893
"3307486",2004,0,4,3067515.49,3716663.75,2.37893
"3307487",2004,0,4,357671.27,2005639.21,2.37893
"3307488",2004,0,4,4684215.90,1953366.83,2.37893
"3307492",2004,0,1,1081333.32,444222.69,2.37893
"3307494",2004,0,1,773553.82,1471079.68,2.37893
"3307496",2004,0,1,3536738.75,993949.11,2.37893
"3307497",2004,0,1,5914366.51,2745729.96,2.37893
"3307498",2004,0,1,1101438.08,2993186.76,2.37893
"3307505",2004,0,2,977579.30,543652.93,2.37893
"3307506",2004,0,4,7329539.82,2238265.59,2.37893
"3307507",2004,0,3,2481709.86,1554796.24,2.37893
"3307514",2004,0,1,406713.43,1595384.31,2.37893
"3307515",2004,0,3,2214762.37,2674723.98,2.37893
"3307516",2004,0,3,213034.76,2589005.35,2.37893
"3307519",2004,0,3,0.00,525676.42,2.37893
"3307522",2004,0,1,5527244.71,1653376.87,2.37893
"3307523",2004,0,1,1174723.72,0.00,2.37893
"3307524",2004,0,1,0.00,0.00,2.37893
"3307525",2004,0,1,4254419.84,372812.93,2.37893
"3307526",2004,0,1,1645923.81,1024106.26,2.37893
"3307533",2004,0,2,6091330.47,1040038.65,2.37893
"3307540",2004,0,1,15706024.56,0.00,2.37893
"3307541",2004,0,1,2237710.40,0.00,2.37893
"3307547",2004,0,1,3259898.71,1925859.48,2.37893
"3307548",2004,0,1,119736.89,229093.33,2.37893
"3307552",2004,0,2,1394824.59,1050629.40,2.37893
"3307556",2004,0,1,1260560.12,5383121.33,2.37893
"3307557",2004,0,1,1546047.73,218519.41,2.37893
"3307558",2004,0,1,6702414.27,518803.78,2.37893
"3307559",2004,0,1,3604792.11,542794.91,2.37893
"3307560",2004,0,1,1029203.95,0.00,2.37893
"3307562",2004,0,1,667343.48,3438932.03,2.37893
"3307563",2004,0,1,2367676.33,0.00,2.37893
"3307564",2004,0,2,598861.11,0.00,2.37893
"3307566",2004,0,1,5060250.64,3672559.45,2.37893
"3307568",2004,0,1,3105049.99,1212670.41,2.37893
"3307569",2004,0,1,961932.91,1078649.88,2.37893
"3307572",2004,0,1,1918843.84,431200.86,2.37893
"3307573",2004,0,1,271952.65,990197.35,2.37893
"3307574",2004,0,2,2289915.48,311876.16,2.37893
"3307584",2004,0,1,1749131.05,0.00,2.37893
"3307585",2004,0,1,3123270.46,1405634.06,2.37893
"3307587",2004,0,2,3570041.99,1098283.57,2.37893
"3307593",2004,0,3,1226886.75,0.00,2.37893
"3307594",2004,0,3,5026711.86,139168.69,2.37893
"3307596",2004,0,4,4518162.35,2675632.48,2.37893
"3307597",2004,0,4,763669.68,0.00,2.37893
"3307599",2004,0,1,4166253.32,140539.85,2.37893
"3307602",2004,0,1,1534338.18,3061610.25,2.37893
"3307603",2004,0,3,1317820.83,5966714.60,2.37893
"3307604",2004,0,3,856000.17,291266.68,2.37893
"3307606",2004,0,2,7331844.71,561175.20,2.37893
"3307609",2004,0,3,956322.09,1285560.68,2.37893
"3307612",2004,0,1,1243281.80,2517612.42,2.37893
"3307616",2004,0,2,1481426.48,1166749.12,2.37893
"3307617",2004,0,2,2213180.91,0.00,2.37893
"3307619",2004,0,3,470358.88,1408292.26,2.37893
"3307620",2004,0,1,240214.04,0.00,2.37893
"3307626",2004,0,4,4221940.98,2532283.01,2.37893
"3307630",2004,0,3,4371128.40,3731140.86,2.37893
"3307631",2004,0,3,2766465.62,441774.79,2.37893
"3307632",2004,0,1,7361042.88,94753.15,2.37893
"3307633",2004,0,1,2888818.66,0.00,2.37893
"3307634",2004,0,1,1332954.08,89705.93,2.37893
"3307635",2004,0,4,505495.95,5166671.28,2.37893
"3307636",2004,0,1,2691876.12,5359012.44,2.37893
"3307637",2004,0,1,126702.06,0.00,2.37893
"3307638",2004,0,3,5030320.62,665938.67,2.37893
"3307643",2004,0,2,1419261.55,791034.03,2.37893
"3307644",2004,0,2,870839.00,662674.80,2.37893
"3307645",2004,0,4,3330097.14,183222.51,2.37893
"3307646",2004,0,1,3270481.05,2676902.70,2.37893
"3307647",2004,0,1,5833005.32,693774.09,2.37893
"3307648",2004,0,1,5679081.92,84053.04,2.37893
"3307649",2004,0,4,5161935.31,4934507.56,2.37893
"3307650",2004,0,1,598928.41,732318.03,2.37893
"3307651",2004,0,1,4577576.54,6887622.02,2.37893
"3307654",2004,0,3,1017553.28,0.00,2.37893
"3307655",2004,0,3,832429.65,4652561.41,2.37893
"3307656",2004,0,4,2191578.81,3584897.65,2.37893
"3307657",2004,0,4,587454.39,2309490.29,2.37893
"3307662",2004,0,3,11138836.88,0.00,2.37893
"3307665",2004,0,3,426128.41,2061427.82,2.37893
"3307666",2004,0,3,3412164.94,6826693.66,2.37893
"3307667",2004,0,3,609435.04,0.00,2.37893
"3307669",2004,0,3,454207.78,2642447.00,2.37893
"3307675",2004,0,2,1101581.09,2032061.41,2.37893
"3307676",2004,0,2,3514959.99,1893018.90,2.37893
"3307678",2004,0,1,5248427.84,1620098.86,2.37893
"3307679",2004,0,2,6846461.94,0.00,2.37893
"3307682",2004,0,3,2339664.25,1038903.02,2.37893
"3307683",2004,0,1,2651607.71,1182412.32,2.37893
"3307688",2004,0,3,961083.30,763366.85,2.37893
"3307689",2004,0,1,2807482.70,2190762.84,2.37893
"3307690",2004,0,1,724646.26,741874.10,2.37893
"3307693",2004,0,1,3013888.78,1069018.10,2.37893
"3307699",2004,0,4,3275006.73,2580408.25,2.37893
"3307700",2004,0,1,3387467.21,0.00,2.37893
"3307703",2004,0,1,5848533.93,1637040.70,2.37893
"3307706",2004,0,2,3040386.68,1886423.86,2.37893
"3307708",2004,0,1,8610768.30,1396658.42,2.37893
"3307709",2004,0,1,1755002.65,841337.99,2.37893
"3307716",2004,0,1,593746.60,1283953.99,2.37893
"3307717",2004,0,1,3348923.27,756830.70,2.37893
"3307726",2004,0,1,765772.69,779517.95,2.37893
"3307731",2004,0,1,2091130.71,190995.23,2.37893
"3307732",2004,0,1,4983600.19,86400.00,2.37893
"3307733",2004,0,1,2300295.93,0.00,2.37893
"3307734",2004,0,1,2038311.55,0.00,2.37893
"3307735",2004,0,1,12034154.90,4732795.39,2.37893
"3307736",2004,0,1,609418.22,2804891.79,2.37893
"3307737",2004,0,1,1480316.10,12629222.18,2.37893
"3307738",2004,0,1,1808991.09,1870945.72,2.37893
"3307739",2004,0,1,2279551.86,2899468.29,2.37893
"3307740",2004,0,1,4694352.40,1818210.68,2.37893
"3307742",2004,0,2,2238433.84,5517209.15,2.37893
"3307747",2004,0,2,2634320.98,5488927.89,2.37893
"3307748",2004,0,2,8216698.16,5571651.84,2.37893
"3307751",2004,0,1,3987623.77,7935778.28,2.37893
"3307752",2004,0,1,3715898.25,3052281.30,2.37893
"3307755",2004,0,1,7844002.99,2346822.89,2.37893
"3307757",2004,0,1,1529021.77,6011197.44,2.37893
"3307762",2004,0,1,2358868.93,4771726.29,2.37893
"3307767",2004,0,3,4287933.39,981356.30,2.37893
"3307772",2004,0,1,2618725.07,3036290.02,2.37893
"3307774",2004,0,3,586781.43,235107.94,2.37893
"3307775",2004,0,3,5106609.36,849968.74,2.37893
"3307777",2004,0,1,1716483.95,2945305.46,2.37893
"3307779",2004,0,3,399554.79,3478460.18,2.37893
"3307784",2004,0,1,5429219.28,2408600.87,2.37893
"3307785",2004,0,3,640164.20,2581720.53,2.37893
"3307789",2004,0,1,1872148.64,3051684.05,2.37893
"3307790",2004,0,1,2100156.82,12481229.27,2.37893
